structpayload_utctimestamp,structpayload_unique_visitor_session_id,structpayload_sessionId,structpayload_objectType,structpayload_objectId,structpayload_sourceType,structpayload_eventname,structPayload_metadata_page_title,structPayload_metadata_page_host,structPayload_metadata_page_hostname,structPayload_metadata_page_port,structPayload_metadata_page_protocol,structPayload_metadata_page_origin,structPayload_metadata_page_pathname,structPayload_metadata_page_hash,structPayload_metadata_page_search,structPayload_metadata_page_href
2018-06-06T19:31:40.727470Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,goal,7000001,Reactful,visited_with,,,,,,,,,,
2018-06-06T19:32:19.453580Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,country,US,Website,visited_with,,,,,,,,,,
2018-06-06T19:32:19.237480Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,referer,www.google.com,Website,visited_with,,,,,,,,,,
2018-06-06T19:32:19.453580Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,region,US-OK,Website,visited_with,,,,,,,,,,
2018-06-06T19:32:19.453580Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,goal,1000001,Reactful,visited,,,,,,,,,,
2018-06-06T19:31:40.727470Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,type,new,Website,visited_with,,,,,,,,,,
2018-06-06T19:32:19.453580Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,referer,www.google.com,Website,visited_with,,,,,,,,,,
2018-06-06T19:32:19.453580Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,goal,1,Reactful,visited_with,,,,,,,,,,
2018-06-06T19:31:40.727470Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,device,desktop,Website,visited_with,,,,,,,,,,
2018-06-06T19:31:40.727470Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,session,,Reactful,created_new,,,,,,,,,,
2018-06-06T19:32:19.453580Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,goal,4000001,Reactful,visited_with,,,,,,,,,,
2018-06-06T19:32:19.453580Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,goal,9000001,Reactful,visited_with,,,,,,,,,,
2018-06-06T19:31:40.727470Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,region,US-OK,Website,visited_with,,,,,,,,,,
2018-06-06T19:32:19.237480Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,country,US,Website,visited_with,,,,,,,,,,
2018-06-06T19:32:19.453580Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,goal,9010001,Reactful,visited_with,,,,,,,,,,
2018-06-06T19:32:19.237480Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,goal,7000001,Reactful,visited_with,,,,,,,,,,
2018-06-06T19:32:19.237480Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,goal,1000001,Reactful,visited,,,,,,,,,,
2018-06-06T19:32:19.237480Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,region,US-OK,Website,visited_with,,,,,,,,,,
2018-06-06T19:32:19.237480Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,goal,4000001,Reactful,visited_with,,,,,,,,,,
2018-06-06T19:31:40.727470Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,referer,www.google.com,Website,visited_with,,,,,,,,,,
2018-06-06T19:32:19.453580Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,device,desktop,Website,visited_with,,,,,,,,,,
2018-06-06T19:32:19.453580Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,goal,7000001,Reactful,visited_with,,,,,,,,,,
2018-06-06T19:32:19.237480Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,type,new,Website,visited_with,,,,,,,,,,
2018-06-06T19:31:41.196780Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,page,/lp/gartner-leadership.html,Website,visited_with,Gartner Names Informatica Leader in All Our Markets | Informatica US,www.informatica.com,www.informatica.com,,https:,https://www.informatica.com,/lp/gartner-leadership.html,#fbid=rlUPo7h1RKE,?gclid=Cj0KCQjwjN7YBRCOARIsAFCb935KKZmtuq0kp1d9EzD_5XJVOxdVcYfWQ1-x_wIM25XpfaKg8Jru0OkaAr_IEALw_wcB&formid=3599&programName=17Q2-PPC1-GBL-NA-Gartner-Leader_Promo_Analyst_Reports-PT3323&cps=ppcGS&cext=search_google_17q2_gartner-leadership-report-3323_na_us_en&kw=informatica&s_kwcid=AL!5237!3!268772362957!e!!g!!informatica&ef_id=Wtn7pQAAB4tLS8ND:20180606193139:s,https://www.informatica.com/lp/gartner-leadership.html?gclid=Cj0KCQjwjN7YBRCOARIsAFCb935KKZmtuq0kp1d9EzD_5XJVOxdVcYfWQ1-x_wIM25XpfaKg8Jru0OkaAr_IEALw_wcB&formid=3599&programName=17Q2-PPC1-GBL-NA-Gartner-Leader_Promo_Analyst_Reports-PT3323&cps=ppcGS&cext=search_google_17q2_gartner-leadership-report-3323_na_us_en&kw=informatica&s_kwcid=AL!5237!3!268772362957!e!!g!!informatica&ef_id=Wtn7pQAAB4tLS8ND:20180606193139:s#fbid=rlUPo7h1RKE
2018-06-06T19:31:40.727470Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,goal,9010001,Reactful,visited_with,,,,,,,,,,
2018-06-06T19:32:19.237480Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,goal,9000001,Reactful,visited_with,,,,,,,,,,
2018-06-06T19:31:40.727470Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,goal,4000001,Reactful,visited_with,,,,,,,,,,
2018-06-06T19:31:40.727470Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,goal,1,Reactful,visited_with,,,,,,,,,,
2018-06-06T19:32:19.237480Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,device,desktop,Website,visited_with,,,,,,,,,,
2018-06-06T19:32:19.237480Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,goal,9010001,Reactful,visited_with,,,,,,,,,,
2018-06-06T19:31:40.727470Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,country,US,Website,visited_with,,,,,,,,,,
2018-06-06T19:32:19.575710Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,page,/solutions/industry-solutions/utilities.html,Website,visited_with,Digital Utilities – Data-Fueled Solutions | Informatica US,www.informatica.com,www.informatica.com,,https:,https://www.informatica.com,/solutions/industry-solutions/utilities.html,#fbid=rlUPo7h1RKE,,https://www.informatica.com/solutions/industry-solutions/utilities.html#fbid=rlUPo7h1RKE
2018-06-06T19:31:40.727470Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,goal,9000001,Reactful,visited_with,,,,,,,,,,
2018-06-06T19:32:19.237480Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,goal,1,Reactful,visited_with,,,,,,,,,,
2018-06-06T19:32:19.453580Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,type,new,Website,visited_with,,,,,,,,,,
2018-06-06T19:31:40.727470Z,ujECnPyDCcCDMyBtnQMe9W,0004CWgluedhF8uTkfh8Ki,goal,1000001,Reactful,visited,,,,,,,,,,
2018-06-12T14:15:30.204710Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,session,,Reactful,created_new,,,,,,,,,,
2018-06-12T14:39:41.128630Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,goal,9010001,Reactful,visited_with,,,,,,,,,,
2018-06-12T14:39:41.128630Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,device,desktop,Website,visited_with,,,,,,,,,,
2018-06-12T14:39:41.128630Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,country,MX,Website,visited_with,,,,,,,,,,
2018-06-12T14:39:41.128630Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,region,MX-DF,Website,visited_with,,,,,,,,,,
2018-06-12T14:15:30.204710Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,type,returning,Website,visited_with,,,,,,,,,,
2018-06-12T14:50:34.259520Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,reaction,10001,Reactful,triggered,Enterprise Cloud Data Management | Informatica US,www.informatica.com,www.informatica.com,,https:,https://www.informatica.com,/,#fbid=pvmvTBp6le5,,https://www.informatica.com/#fbid=pvmvTBp6le5
2018-06-12T14:39:41.758500Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,page,/,Website,visited_with,Enterprise Cloud Data Management | Informatica US,www.informatica.com,www.informatica.com,,https:,https://www.informatica.com,/,#fbid=pvmvTBp6le5,,https://www.informatica.com/#fbid=pvmvTBp6le5
2018-06-12T14:15:30.204710Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,goal,4000001,Reactful,visited_with,,,,,,,,,,
2018-06-12T14:39:41.128630Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,goal,3030001,Reactful,visited_with,,,,,,,,,,
2018-06-12T14:39:41.128630Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,goal,4000001,Reactful,visited_with,,,,,,,,,,
2018-06-12T14:15:30.204710Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,reaction,10001,Reactful,visited,,,,,,,,,,
2018-06-12T14:39:41.128630Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,type,returning,Website,visited_with,,,,,,,,,,
2018-06-12T14:15:30.204710Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,goal,3030001,Reactful,visited_with,,,,,,,,,,
2018-06-12T14:15:30.204710Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,region,MX-DF,Website,visited_with,,,,,,,,,,
2018-06-12T14:15:31.242800Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,page,/,Website,visited_with,Enterprise Cloud Data Management | Informatica US,www.informatica.com,www.informatica.com,,https:,https://www.informatica.com,/,#fbid=pvmvTBp6le5,,https://www.informatica.com/#fbid=pvmvTBp6le5
2018-06-12T14:50:38.416790Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,reaction,10001,Reactful,closed,Enterprise Cloud Data Management | Informatica US,www.informatica.com,www.informatica.com,,https:,https://www.informatica.com,/,#fbid=pvmvTBp6le5,,https://www.informatica.com/#fbid=pvmvTBp6le5
2018-06-12T14:15:30.204710Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,device,desktop,Website,visited_with,,,,,,,,,,
2018-06-12T14:15:30.204710Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,goal,9010001,Reactful,visited_with,,,,,,,,,,
2018-06-12T14:39:41.128630Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,reaction,10001,Reactful,visited,,,,,,,,,,
2018-06-12T14:15:30.204710Z,dn9jwhm3pDTYwKKnChqU4J,000LdfzEE526vZpgjDMN2l,country,MX,Website,visited_with,,,,,,,,,,
2018-07-08T01:58:49.412370Z,ivOvqywtEDgQpuAtiuo71X,000Thjrd2D4Xj4AZ1iixFO,goal,4000001,Reactful,visited_with,,,,,,,,,,
2018-07-08T01:58:50.596320Z,ivOvqywtEDgQpuAtiuo71X,000Thjrd2D4Xj4AZ1iixFO,page,/potential-at-work/crowdsourced-data-can-you-trust-it.html,Website,visited_with,Crowdsourced data: Can you trust it? | Informatica US,www.informatica.com,www.informatica.com,,https:,https://www.informatica.com,/potential-at-work/crowdsourced-data-can-you-trust-it.html,#fbid=G71BmE2AUSn,,https://www.informatica.com/potential-at-work/crowdsourced-data-can-you-trust-it.html#fbid=G71BmE2AUSn
2018-07-08T01:58:49.412370Z,ivOvqywtEDgQpuAtiuo71X,000Thjrd2D4Xj4AZ1iixFO,goal,6020001,Reactful,visited_with,,,,,,,,,,
2018-07-08T01:58:49.412370Z,ivOvqywtEDgQpuAtiuo71X,000Thjrd2D4Xj4AZ1iixFO,country,PH,Website,visited_with,,,,,,,,,,
2018-07-08T01:58:49.412370Z,ivOvqywtEDgQpuAtiuo71X,000Thjrd2D4Xj4AZ1iixFO,goal,3030001,Reactful,visited_with,,,,,,,,,,
2018-07-08T01:58:49.412370Z,ivOvqywtEDgQpuAtiuo71X,000Thjrd2D4Xj4AZ1iixFO,goal,9010001,Reactful,visited_with,,,,,,,,,,
2018-07-08T01:58:49.412370Z,ivOvqywtEDgQpuAtiuo71X,000Thjrd2D4Xj4AZ1iixFO,goal,12010001,Reactful,visited_with,,,,,,,,,,
2018-07-08T01:58:49.412370Z,ivOvqywtEDgQpuAtiuo71X,000Thjrd2D4Xj4AZ1iixFO,region,PH-BTG,Website,visited_with,,,,,,,,,,
2018-07-08T01:58:49.412370Z,ivOvqywtEDgQpuAtiuo71X,000Thjrd2D4Xj4AZ1iixFO,device,mobile,Website,visited_with,,,,,,,,,,
2018-07-08T01:58:49.412370Z,ivOvqywtEDgQpuAtiuo71X,000Thjrd2D4Xj4AZ1iixFO,session,,Reactful,created_new,,,,,,,,,,
2018-07-08T01:58:49.412370Z,ivOvqywtEDgQpuAtiuo71X,000Thjrd2D4Xj4AZ1iixFO,type,new,Website,visited_with,,,,,,,,,,
2018-07-08T01:58:49.412370Z,ivOvqywtEDgQpuAtiuo71X,000Thjrd2D4Xj4AZ1iixFO,referer,www.google.com.ph,Website,visited_with,,,,,,,,,,
2018-06-07T14:59:21.161120Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,type,returning,Website,visited_with,,,,,,,,,,
2018-06-07T14:59:55.570960Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,referer,www.google.co.uk,Website,visited_with,,,,,,,,,,
2018-06-07T15:03:20.181570Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,4000001,Reactful,visited_with,,,,,,,,,,
2018-06-07T15:03:51.367430Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,type,returning,Website,visited_with,,,,,,,,,,
2018-06-07T14:59:04.667620Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,9010001,Reactful,visited_with,,,,,,,,,,
2018-06-07T14:59:56.533630Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,page,/es/products/data-quality/informatica-data-quality.html,Website,visited_with,"Calidad, normalización y validación de datos | Informatica España",www.informatica.com,www.informatica.com,,https:,https://www.informatica.com,/es/products/data-quality/informatica-data-quality.html,,,https://www.informatica.com/es/products/data-quality/informatica-data-quality.html
2018-06-07T15:03:21.844360Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,page,/co/products/data-quality/informatica-data-quality.html,Website,visited_with,"Calidad, normalización y validación de datos | Informatica Colombia",www.informatica.com,www.informatica.com,,https:,https://www.informatica.com,/co/products/data-quality/informatica-data-quality.html,,,https://www.informatica.com/co/products/data-quality/informatica-data-quality.html
2018-06-07T14:59:21.161120Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,device,desktop,Website,visited_with,,,,,,,,,,
2018-06-07T15:03:51.367430Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,4000001,Reactful,visited_with,,,,,,,,,,
2018-06-07T15:03:51.367430Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,1000001,Reactful,visited,,,,,,,,,,
2018-06-07T14:59:55.570960Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,type,returning,Website,visited_with,,,,,,,,,,
2018-06-07T14:59:55.570960Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,region,GB-?,Website,visited_with,,,,,,,,,,
2018-06-07T14:59:04.667620Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,device,desktop,Website,visited_with,,,,,,,,,,
2018-06-07T14:59:04.667620Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,1,Reactful,visited_with,,,,,,,,,,
2018-06-07T14:59:21.161120Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,7000001,Reactful,visited_with,,,,,,,,,,
2018-06-07T14:59:21.161120Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,9010001,Reactful,visited_with,,,,,,,,,,
2018-06-07T14:59:21.161120Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,referer,www.google.co.uk,Website,visited_with,,,,,,,,,,
2018-06-07T15:03:51.367430Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,9000001,Reactful,visited_with,,,,,,,,,,
2018-06-07T15:03:20.181570Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,referer,www.google.co.uk,Website,visited_with,,,,,,,,,,
2018-06-07T14:59:04.667620Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,session,,Reactful,created_new,,,,,,,,,,
2018-06-07T14:59:21.161120Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,4000001,Reactful,visited_with,,,,,,,,,,
2018-06-07T14:59:55.570960Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,7000001,Reactful,visited_with,,,,,,,,,,
2018-06-07T14:59:55.570960Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,4000001,Reactful,visited_with,,,,,,,,,,
2018-06-07T14:59:04.667620Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,1000001,Reactful,visited,,,,,,,,,,
2018-06-07T15:03:51.367430Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,referer,www.google.co.uk,Website,visited_with,,,,,,,,,,
2018-06-07T14:59:55.570960Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,9010001,Reactful,visited_with,,,,,,,,,,
2018-06-07T15:03:51.367430Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,7000001,Reactful,visited_with,,,,,,,,,,
2018-06-07T15:03:20.181570Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,country,GB,Website,visited_with,,,,,,,,,,
2018-06-07T14:59:55.570960Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,1,Reactful,visited_with,,,,,,,,,,
2018-06-07T14:59:21.161120Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,1,Reactful,visited_with,,,,,,,,,,
2018-06-07T15:03:53.050490Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,page,/products/data-quality.html,Website,visited_with,Data Quality and Data Cleansing Products | Informatica US,www.informatica.com,www.informatica.com,,https:,https://www.informatica.com,/products/data-quality.html,,,https://www.informatica.com/products/data-quality.html
2018-06-07T14:59:21.161120Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,region,GB-?,Website,visited_with,,,,,,,,,,
2018-06-07T15:03:20.181570Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,type,returning,Website,visited_with,,,,,,,,,,
2018-06-07T15:03:20.181570Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,device,desktop,Website,visited_with,,,,,,,,,,
2018-06-07T14:59:55.570960Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,country,GB,Website,visited_with,,,,,,,,,,
2018-06-07T14:59:04.667620Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,type,returning,Website,visited_with,,,,,,,,,,
2018-06-07T15:03:20.181570Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,region,GB-?,Website,visited_with,,,,,,,,,,
2018-06-07T14:59:21.161120Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,country,GB,Website,visited_with,,,,,,,,,,
2018-06-07T14:59:22.203900Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,page,/es/data-quality-magic-quadrant.html,Website,visited_with,Cuadrante Mágico de Gartner sobre herramientas de calidad de datos 2017: Informatica es un líder | Informatica España,www.informatica.com,www.informatica.com,,https:,https://www.informatica.com,/es/data-quality-magic-quadrant.html,,,https://www.informatica.com/es/data-quality-magic-quadrant.html
2018-06-07T14:59:05.967570Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,page,/es/products/data-quality/informatica-data-quality.html,Website,visited_with,"Calidad, normalización y validación de datos | Informatica España",www.informatica.com,www.informatica.com,,https:,https://www.informatica.com,/es/products/data-quality/informatica-data-quality.html,,,https://www.informatica.com/es/products/data-quality/informatica-data-quality.html
2018-06-07T14:59:04.667620Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,country,GB,Website,visited_with,,,,,,,,,,
2018-06-07T14:59:04.667620Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,7000001,Reactful,visited_with,,,,,,,,,,
2018-06-07T14:59:55.570960Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,1000001,Reactful,visited,,,,,,,,,,
2018-06-07T15:03:20.181570Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,1,Reactful,visited_with,,,,,,,,,,
2018-06-07T15:03:20.181570Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,9000001,Reactful,visited_with,,,,,,,,,,
2018-06-07T14:59:04.667620Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,referer,www.google.co.uk,Website,visited_with,,,,,,,,,,
2018-06-07T15:03:51.367430Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,1,Reactful,visited_with,,,,,,,,,,
2018-06-07T15:03:20.181570Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,7000001,Reactful,visited_with,,,,,,,,,,
2018-06-07T14:59:21.161120Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,1000001,Reactful,visited,,,,,,,,,,
2018-06-07T15:03:51.367430Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,region,GB-?,Website,visited_with,,,,,,,,,,
2018-06-07T15:03:20.181570Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,1000001,Reactful,visited,,,,,,,,,,
2018-06-07T14:59:55.570960Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,device,desktop,Website,visited_with,,,,,,,,,,
2018-06-07T14:59:04.667620Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,region,GB-?,Website,visited_with,,,,,,,,,,
2018-06-07T15:03:51.367430Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,9010001,Reactful,visited_with,,,,,,,,,,
2018-06-07T14:59:04.667620Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,9000001,Reactful,visited_with,,,,,,,,,,
2018-06-07T14:59:55.570960Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,9000001,Reactful,visited_with,,,,,,,,,,
2018-06-07T15:03:51.367430Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,country,GB,Website,visited_with,,,,,,,,,,
2018-06-07T14:59:21.161120Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,9000001,Reactful,visited_with,,,,,,,,,,
2018-06-07T15:03:51.367430Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,device,desktop,Website,visited_with,,,,,,,,,,
2018-06-07T14:59:04.667620Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,4000001,Reactful,visited_with,,,,,,,,,,
2018-06-07T15:03:20.181570Z,2KLSqM9n1byeQW7THVNr1q,000WHBK6kQeSqatA0Drk6g,goal,9010001,Reactful,visited_with,,,,,,,,,,
2018-06-28T22:55:45.101311Z,904yQunQRN4dQ1Tk3GaLDw,000ghrtBOtzGxPTIggrsBL,goal,3030001,Reactful,visited_with,,,,,,,,,,
2018-06-28T22:58:52.478846Z,904yQunQRN4dQ1Tk3GaLDw,000ghrtBOtzGxPTIggrsBL,goal,4000001,Reactful,visited_with,,,,,,,,,,
2018-06-28T22:59:09.763757Z,904yQunQRN4dQ1Tk3GaLDw,000ghrtBOtzGxPTIggrsBL,page,/,Website,visited_with,Enterprise Cloud Data Management | Informatica US,www.informatica.com,www.informatica.com,,https:,https://www.informatica.com,/,,,https://www.informatica.com/
2018-06-28T22:55:45.101311Z,904yQunQRN4dQ1Tk3GaLDw,000ghrtBOtzGxPTIggrsBL,goal,4000001,Reactful,visited_with,,,,,,,,,,
2018-06-28T22:59:09.022888Z,904yQunQRN4dQ1Tk3GaLDw,000ghrtBOtzGxPTIggrsBL,goal,9010001,Reactful,visited_with,,,,,,,,,,
2018-06-28T22:55:45.101311Z,904yQunQRN4dQ1Tk3GaLDw,000ghrtBOtzGxPTIggrsBL,goal,6020001,Reactful,visited_with,,,,,,,,,,
2018-06-28T22:55:11.690980Z,904yQunQRN4dQ1Tk3GaLDw,000ghrtBOtzGxPTIggrsBL,goal,4000001,Reactful,visited_with,,,,,,,,,,
2018-06-28T22:58:52.478846Z,904yQunQRN4dQ1Tk3GaLDw,000ghrtBOtzGxPTIggrsBL,reaction,10001,Reactful,visited,,,,,,,,,,
2018-06-28T22:58:57.665545Z,904yQunQRN4dQ1Tk3GaLDw,000ghrtBOtzGxPTIggrsBL,type,new,Website,visited_with,,,,,,,,,,
2018-06-28T22:55:45.101311Z,904yQunQRN4dQ1Tk3GaLDw,000ghrtBOtzGxPTIggrsBL,goal,9010001,Reactful,visited_with,,,,,,,,,,
